date,hour,time,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipAccumulation
2018-12-21,17,1545433200,Overcast,cloudy,0.0,0.0,,31.18,21.29,24.63,0.76,1006.6,13.09,13.09,329,0.99,0,10.0,344.4,
2018-12-21,18,1545436800,Overcast,cloudy,0.0005,0.01,snow,30.85,21.29,23.87,0.75,1007.6,12.1,12.1,330,1.0,0,10.0,327.2,0.004
2018-12-21,19,1545440400,Overcast,cloudy,0.0006,0.01,snow,31.07,21.51,23.38,0.73,1008.2,12.21,12.21,326,0.95,0,10.0,322.2,0.005
2018-12-21,20,1545444000,Overcast,cloudy,0.0,0.0,,30.51,20.93,22.77,0.73,1008.1,11.95,11.95,327,0.89,0,10.0,320.6,
2018-12-21,21,1545447600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,30.28,21.44,22.78,0.73,1008.9,10.3,10.3,323,0.84,0,10.0,319.5,
2018-12-21,22,1545451200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,29.71,21.09,22.29,0.74,1009.2,9.62,9.65,315,0.82,0,10.0,317.5,
2018-12-21,23,1545454800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,29.06,20.07,21.9,0.74,1009.6,10.02,10.02,307,0.81,0,10.0,315.9,
2018-12-22,0,1545458400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,29.02,20.28,22.18,0.75,1009.9,9.56,9.56,303,0.85,0,10.0,313.7,
2018-12-22,1,1545462000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,28.8,20.65,22.17,0.76,1010.4,8.45,8.45,299,0.84,0,10.0,313.2,
2018-12-22,2,1545465600,Mostly Cloudy,partly-cloudy-night,0.0005,0.01,snow,27.97,20.34,22.37,0.79,1011.1,7.42,7.42,294,0.84,0,10.0,313.4,0.0052
2018-12-22,3,1545469200,Mostly Cloudy,partly-cloudy-night,0.0008,0.01,snow,27.81,20.87,22.8,0.81,1012.0,6.45,6.81,282,0.84,0,10.0,314.3,0.0076
2018-12-22,4,1545472800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,27.58,21.35,22.89,0.82,1011.8,5.56,7.1,286,0.87,0,10.0,316.2,
2018-12-22,5,1545476400,Overcast,cloudy,0.0013,0.01,snow,27.53,20.73,23.3,0.84,1012.6,6.21,7.02,258,0.91,0,10.0,318.9,0.0129
2018-12-22,6,1545480000,Overcast,cloudy,0.0,0.0,,28.88,22.5,24.04,0.82,1012.6,6.02,6.09,270,0.93,0,10.0,319.6,
2018-12-22,7,1545483600,Overcast,cloudy,0.001,0.01,snow,28.68,22.68,24.21,0.83,1013.7,5.53,5.71,287,0.92,0,10.0,321.4,0.0085
2018-12-22,8,1545487200,Overcast,cloudy,0.0,0.0,,28.75,22.45,24.25,0.83,1014.2,5.89,6.27,191,0.89,0,10.0,323.1,
2018-12-22,9,1545490800,Overcast,cloudy,0.0014,0.01,snow,29.02,22.8,24.41,0.83,1015.4,5.86,7.19,219,0.89,0,10.0,324.3,0.0122
2018-12-22,10,1545494400,Overcast,cloudy,0.0,0.0,,29.38,22.19,24.7,0.82,1015.2,7.21,7.21,218,0.89,1,10.0,324.5,
2018-12-22,11,1545498000,Overcast,cloudy,0.0019,0.04,snow,30.64,23.99,24.69,0.78,1014.7,6.81,8.03,215,0.91,1,10.0,324.2,0.0145
2018-12-22,12,1545501600,Overcast,cloudy,0.0008,0.04,snow,30.71,22.79,24.82,0.79,1014.3,8.79,8.79,196,0.94,1,10.0,309.5,0.0058
2018-12-22,13,1545505200,Overcast,cloudy,0.0,0.0,,32.35,25.56,24.98,0.74,1013.9,7.55,9.66,199,0.93,1,10.0,307.7,
2018-12-22,14,1545508800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,32.82,26.22,24.96,0.73,1014.1,7.4,8.14,184,0.71,1,10.0,307.2,
2018-12-22,15,1545512400,Partly Cloudy,partly-cloudy-day,0.0015,0.02,snow,33.6,27.92,24.38,0.69,1014.8,6.29,8.18,188,0.59,0,10.0,307.1,0.0085
2018-12-22,16,1545516000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,32.74,29.16,24.17,0.7,1014.8,3.8,8.05,188,0.52,0,10.0,306.5,
2018-12-22,17,1545519600,Mostly Cloudy,partly-cloudy-night,0.0003,0.01,snow,32.56,29.29,24.18,0.71,1015.4,3.51,5.83,189,0.66,0,10.0,306.3,0.0021
2018-12-22,18,1545523200,Mostly Cloudy,partly-cloudy-night,0.0004,0.01,snow,32.98,32.98,25.04,0.72,1015.8,2.48,4.87,152,0.71,0,10.0,307.9,0.0029
2018-12-22,19,1545526800,Mostly Cloudy,partly-cloudy-night,0.0006,0.01,snow,32.85,32.85,25.88,0.75,1016.2,2.18,4.23,140,0.79,0,10.0,310.9,0.0041
2018-12-22,20,1545530400,Overcast,cloudy,0.0021,0.02,snow,33.25,33.25,27.29,0.79,1016.7,2.29,3.87,117,0.91,0,10.0,314.9,0.0145
2018-12-22,21,1545534000,Overcast,cloudy,0.0013,0.02,snow,32.99,32.99,27.46,0.8,1017.3,2.41,4.01,20,1.0,0,10.0,318.0,0.0087
2018-12-22,22,1545537600,Overcast,cloudy,0.0014,0.02,snow,32.49,32.49,27.3,0.81,1017.5,2.86,4.45,4,0.99,0,10.0,319.2,0.0102
2018-12-22,23,1545541200,Overcast,cloudy,0.0026,0.02,snow,31.73,26.81,26.76,0.82,1017.4,4.94,7.1,337,0.97,0,8.334,319.6,0.0199
2018-12-23,0,1545544800,Overcast,cloudy,0.0024,0.02,snow,30.77,24.74,26.54,0.84,1017.5,6.04,8.5,316,0.93,0,7.223,320.6,0.0197
2018-12-23,1,1545548400,Overcast,cloudy,0.0007,0.01,snow,30.58,22.95,26.11,0.83,1017.9,8.27,8.88,295,0.89,0,8.749,320.2,0.0055
2018-12-23,2,1545552000,Mostly Cloudy,partly-cloudy-night,0.0002,0.01,snow,30.39,22.44,25.57,0.82,1018.5,8.72,9.04,275,0.83,0,10.0,319.3,0.0019
2018-12-23,3,1545555600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,30.12,22.12,25.2,0.82,1019.0,8.71,8.71,275,0.77,0,10.0,318.8,
2018-12-23,4,1545559200,Mostly Cloudy,partly-cloudy-night,0.0007,0.01,snow,29.84,22.08,24.93,0.82,1019.1,8.22,9.39,284,0.77,0,10.0,319.0,0.0067
2018-12-23,5,1545562800,Mostly Cloudy,partly-cloudy-night,0.0005,0.01,snow,29.57,21.86,24.94,0.83,1018.9,8.05,10.01,255,0.77,0,10.0,319.7,0.0046
2018-12-23,6,1545566400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,30.21,22.55,25.99,0.84,1018.7,8.18,9.21,267,0.74,0,10.0,322.4,
2018-12-23,7,1545570000,Mostly Cloudy,partly-cloudy-night,0.0018,0.02,snow,30.33,22.51,26.49,0.85,1019.6,8.48,9.81,274,0.74,0,10.0,323.9,0.0168
2018-12-23,8,1545573600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,30.35,22.28,26.88,0.87,1020.0,8.9,9.25,264,0.61,0,10.0,325.5,
2018-12-23,9,1545577200,Partly Cloudy,partly-cloudy-day,0.0013,0.02,snow,30.68,22.27,27.53,0.88,1020.8,9.67,11.87,254,0.54,0,10.0,327.0,0.0122
2018-12-23,10,1545580800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,32.1,23.81,28.35,0.86,1020.3,10.08,12.51,247,0.55,1,10.0,328.4,
2018-12-23,11,1545584400,Mostly Cloudy,partly-cloudy-day,0.0002,0.03,snow,33.37,25.19,29.12,0.84,1019.5,10.48,11.98,265,0.74,1,10.0,329.6,0.0019
2018-12-23,12,1545588000,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,34.24,26.33,28.8,0.8,1018.6,10.36,11.82,261,0.68,1,10.0,333.6,
2018-12-23,13,1545591600,Partly Cloudy,partly-cloudy-day,0.0015,0.04,snow,35.62,27.88,27.72,0.73,1018.5,10.74,11.79,254,0.54,1,10.0,334.4,0.007
2018-12-23,14,1545595200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,36.19,28.68,26.06,0.66,1018.0,10.54,16.23,278,0.32,1,10.0,334.8,
2018-12-23,15,1545598800,Clear,clear-day,0.0014,0.02,rain,36.8,29.53,23.86,0.59,1019.0,10.3,13.1,268,0.18,0,10.0,335.7,
2018-12-23,16,1545602400,Clear,clear-day,0.0,0.0,,36.63,29.36,23.13,0.58,1018.5,10.24,12.25,287,0.12,0,10.0,338.0,
2018-12-23,17,1545606000,Clear,clear-night,0.0,0.0,,36.21,28.94,23.04,0.58,1018.9,10.01,12.03,242,0.1,0,10.0,341.1,
2018-12-23,18,1545609600,Clear,clear-night,0.0,0.0,,36.5,29.29,23.7,0.59,1019.0,10.03,13.02,248,0.27,0,10.0,334.4,
2018-12-23,19,1545613200,Partly Cloudy,partly-cloudy-night,0.0,0.0,,36.01,27.96,24.2,0.62,1019.5,11.68,15.98,205,0.39,0,10.0,336.8,
2018-12-23,20,1545616800,Partly Cloudy,partly-cloudy-night,0.0,0.0,,34.79,25.35,24.06,0.65,1020.3,14.47,23.54,304,0.44,0,10.0,340.2,
2018-12-23,21,1545620400,Partly Cloudy,partly-cloudy-night,0.0,0.0,,33.06,22.91,22.51,0.65,1021.0,15.08,25.27,270,0.59,0,10.0,342.9,
2018-12-23,22,1545624000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,31.78,21.12,20.83,0.64,1021.0,15.54,25.64,241,0.65,0,10.0,344.3,
2018-12-23,23,1545627600,Partly Cloudy,partly-cloudy-night,0.0,0.0,,30.04,18.85,18.92,0.63,1020.7,15.62,25.05,291,0.59,0,10.0,344.8,
2018-12-24,0,1545631200,Clear,clear-night,0.0,0.0,,28.08,16.53,17.28,0.63,1020.7,15.09,16.07,276,0.24,0,10.0,348.2,
2018-12-24,1,1545634800,Clear,clear-night,0.0011,0.01,snow,27.64,16.34,16.7,0.63,1021.9,14.17,16.72,281,0.18,0,10.0,344.9,0.0125
2018-12-24,2,1545638400,Clear,clear-night,0.0,0.0,,26.5,14.89,16.53,0.66,1021.9,14.15,16.32,275,0.14,0,10.0,339.6,
2018-12-24,3,1545642000,Clear,clear-night,0.0019,0.01,snow,26.69,15.4,16.29,0.64,1023.6,13.52,16.23,276,0.06,0,10.0,335.2,0.0223
2018-12-24,4,1545645600,Clear,clear-night,0.0017,0.01,snow,26.15,14.87,16.16,0.65,1023.7,13.18,15.47,276,0.06,0,10.0,332.7,0.0204
2018-12-24,5,1545649200,Clear,clear-night,0.0007,0.01,snow,24.55,13.04,16.02,0.7,1023.6,12.76,13.8,281,0.06,0,10.0,331.2,0.0087
2018-12-24,6,1545652800,Clear,clear-night,0.0019,0.01,snow,23.9,13.01,15.76,0.71,1023.9,11.2,12.08,279,0.02,0,10.0,329.3,0.0244
2018-12-24,7,1545656400,Clear,clear-night,0.0,0.0,,23.55,13.03,15.99,0.72,1024.0,10.39,10.82,276,0.03,0,10.0,329.3,
2018-12-24,8,1545660000,Clear,clear-day,0.0018,0.01,snow,23.87,13.62,16.31,0.72,1025.3,10.04,10.57,274,0.05,0,10.0,329.9,0.0234
2018-12-24,9,1545663600,Clear,clear-day,0.0016,0.01,snow,25.55,16.06,16.82,0.69,1025.9,9.44,10.54,287,0.06,0,10.0,330.6,0.0194
2018-12-24,10,1545667200,Clear,clear-day,0.0,0.0,,26.08,16.91,16.69,0.67,1025.5,9.11,10.2,287,0.06,1,10.0,330.6,
2018-12-24,11,1545670800,Clear,clear-day,0.0007,0.01,snow,27.52,19.28,16.62,0.63,1025.3,8.17,8.87,269,0.06,1,10.0,330.5,0.0081
2018-12-24,12,1545674400,Clear,clear-day,0.0,0.0,,28.71,22.19,16.76,0.6,1024.7,6.15,6.78,278,0.01,1,10.0,334.9,
2018-12-24,13,1545678000,Clear,clear-day,0.0,0.0,,30.16,25.52,16.9,0.57,1024.6,4.39,6.72,281,0.04,1,10.0,335.6,
2018-12-24,14,1545681600,Partly Cloudy,partly-cloudy-day,0.001,0.01,snow,30.56,27.4,17.04,0.57,1025.1,3.2,6.14,247,0.41,1,10.0,336.0,0.0094
2018-12-24,15,1545685200,Clear,clear-day,0.0006,0.01,snow,32.51,29.68,16.84,0.52,1025.1,3.16,6.16,241,0.26,0,10.0,336.0,0.0047
2018-12-24,16,1545688800,Clear,clear-day,0.0,0.0,,31.51,31.51,16.97,0.54,1025.1,2.7,3.44,202,0.09,0,10.0,335.5,
2018-12-24,17,1545692400,Clear,clear-night,0.0,0.0,,30.19,26.28,16.2,0.56,1025.0,3.75,3.75,188,0.1,0,10.0,334.6,
2018-12-24,18,1545696000,Clear,clear-night,0.001,0.01,snow,29.68,26.68,17.13,0.59,1025.1,3.01,4.43,196,0.07,0,10.0,325.4,0.0096
2018-12-24,19,1545699600,Clear,clear-night,0.0005,0.01,snow,29.62,29.62,16.82,0.58,1025.2,2.4,2.6,182,0.19,0,10.0,324.4,0.0047
2018-12-24,20,1545703200,Partly Cloudy,partly-cloudy-night,0.001,0.01,snow,29.59,29.59,17.67,0.61,1025.5,2.51,3.98,182,0.33,0,10.0,324.4,0.01
2018-12-24,21,1545706800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,29.17,29.17,18.94,0.65,1025.2,2.86,4.39,173,0.75,0,10.0,324.4,
2018-12-24,22,1545710400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,28.92,28.92,19.27,0.67,1024.7,3.0,4.75,151,0.81,0,10.0,324.1,
2018-12-24,23,1545714000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,29.06,29.06,19.63,0.67,1024.3,2.94,4.49,137,0.86,0,10.0,324.0,
2018-12-25,0,1545717600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,30.13,30.13,20.94,0.68,1023.5,2.98,3.71,142,0.86,0,10.0,328.2,
2018-12-25,1,1545721200,Overcast,cloudy,0.0,0.0,,30.46,25.0,21.79,0.7,1024.1,5.29,6.06,125,0.91,0,10.0,328.6,
2018-12-25,2,1545724800,Overcast,cloudy,0.0016,0.02,snow,30.94,24.91,22.54,0.71,1025.3,6.06,6.06,126,0.96,0,10.0,328.7,0.0143
2018-12-25,3,1545728400,Overcast,cloudy,0.0017,0.02,snow,30.24,23.91,23.22,0.75,1025.6,6.28,6.28,130,0.99,0,10.0,328.7,0.0147
2018-12-25,4,1545732000,Overcast,cloudy,0.0009,0.02,snow,32.46,26.11,23.9,0.7,1025.1,6.92,6.92,152,0.96,0,10.0,328.6,0.0067
2018-12-25,5,1545735600,Mostly Cloudy,partly-cloudy-night,0.0006,0.01,snow,31.55,24.82,24.36,0.74,1024.5,7.2,8.1,161,0.81,0,10.0,328.5,0.0044
2018-12-25,6,1545739200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,32.02,26.11,25.42,0.76,1024.4,6.19,6.19,168,0.79,0,10.0,328.3,
2018-12-25,7,1545742800,Overcast,cloudy,0.0002,0.02,snow,31.98,26.65,26.59,0.8,1024.9,5.45,6.67,170,0.93,0,9.959,329.7,0.0014
2018-12-25,8,1545746400,Mostly Cloudy,partly-cloudy-day,0.0019,0.05,snow,32.03,25.27,27.79,0.84,1025.7,7.39,7.72,178,0.66,0,9.872,331.6,0.0112
2018-12-25,9,1545750000,Mostly Cloudy,partly-cloudy-day,0.0005,0.05,snow,33.48,26.83,29.16,0.84,1026.3,7.69,8.42,185,0.62,0,10.0,333.3,0.0024
2018-12-25,10,1545753600,Partly Cloudy,partly-cloudy-day,0.0015,0.08,rain,35.46,29.32,30.4,0.82,1026.1,7.54,8.29,201,0.57,1,10.0,334.5,
2018-12-25,11,1545757200,Partly Cloudy,partly-cloudy-day,0.0017,0.09,rain,37.78,32.4,31.25,0.77,1025.3,7.1,8.31,209,0.5,1,10.0,335.3,
2018-12-25,12,1545760800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,40.03,35.83,33.27,0.77,1024.7,5.95,7.75,224,0.44,1,10.0,342.2,
2018-12-25,13,1545764400,Partly Cloudy,partly-cloudy-day,0.0,0.0,,41.95,38.82,33.37,0.71,1024.7,4.92,7.5,242,0.43,1,10.0,342.1,
2018-12-25,14,1545768000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,43.24,40.52,33.51,0.68,1025.5,4.67,6.98,221,0.34,1,10.0,340.7,
2018-12-25,15,1545771600,Clear,clear-day,0.0021,0.12,rain,43.34,43.34,33.66,0.68,1026.1,2.95,7.39,234,0.23,0,10.0,338.9,
2018-12-25,16,1545775200,Clear,clear-day,0.0,0.0,,42.66,42.66,33.5,0.7,1026.0,2.86,4.44,209,0.18,0,10.0,336.6,
2018-12-25,17,1545778800,Clear,clear-night,0.0,0.0,,40.78,40.78,32.83,0.73,1026.2,2.46,3.29,189,0.14,0,10.0,333.8,
2018-12-25,18,1545782400,Clear,clear-night,0.0016,0.07,rain,38.06,38.06,31.07,0.76,1026.8,1.98,2.61,191,0.1,0,10.0,328.2,
2018-12-25,19,1545786000,Clear,clear-night,0.0018,0.05,rain,37.86,37.86,30.62,0.75,1027.4,2.07,2.36,192,0.06,0,10.0,326.6,
2018-12-25,20,1545789600,Clear,clear-night,0.0,0.0,,35.67,35.67,30.37,0.81,1027.9,2.24,3.49,183,0.03,0,10.0,325.7,
2018-12-25,21,1545793200,Clear,clear-night,0.0015,0.04,rain,35.64,35.64,29.44,0.78,1028.6,2.08,2.41,205,0.0,0,10.0,323.8,
2018-12-25,22,1545796800,Clear,clear-night,0.0014,0.03,rain,35.14,35.14,28.87,0.78,1028.7,2.06,2.33,243,0.0,0,10.0,319.9,
2018-12-25,23,1545800400,Clear,clear-night,0.0,0.0,,32.7,32.7,28.07,0.83,1028.5,2.13,2.42,256,0.01,0,10.0,314.9,
2018-12-26,0,1545804000,Clear,clear-night,0.0,0.0,,31.27,31.27,26.9,0.84,1028.5,2.7,2.94,257,0.1,0,10.0,316.4,
2018-12-26,1,1545807600,Clear,clear-night,0.0,0.0,,30.79,30.79,26.56,0.84,1029.2,2.03,2.48,272,0.06,0,10.0,313.6,
2018-12-26,2,1545811200,Clear,clear-night,0.0,0.0,,30.21,30.21,26.47,0.86,1030.2,2.04,2.47,214,0.09,0,10.0,310.7,
2018-12-26,3,1545814800,Clear,clear-night,0.0,0.0,,29.44,29.44,26.03,0.87,1030.8,2.86,2.86,264,0.14,0,10.0,307.8,
2018-12-26,4,1545818400,Clear,clear-night,0.0003,0.01,snow,29.04,29.04,26.07,0.88,1030.9,2.67,2.69,257,0.16,0,10.0,305.0,0.0027
2018-12-26,5,1545822000,Clear,clear-night,0.0023,0.02,snow,28.67,28.67,25.98,0.9,1030.8,2.55,2.59,229,0.18,0,10.0,302.2,0.0223
2018-12-26,6,1545825600,Clear,clear-night,0.001,0.02,snow,30.08,30.08,27.11,0.89,1031.0,2.52,3.38,215,0.0,0,10.0,302.2,0.0079
2018-12-26,7,1545829200,Clear,clear-night,0.002,0.03,snow,31.25,28.39,27.46,0.86,1031.5,3.06,3.74,197,0.05,0,10.0,299.6,0.0147
2018-12-26,8,1545832800,Clear,clear-day,0.0,0.0,,30.89,30.89,28.19,0.9,1031.8,2.25,2.73,196,0.13,0,10.0,296.8,
2018-12-26,9,1545836400,Clear,clear-day,0.0,0.0,,34.97,34.97,30.39,0.83,1031.9,1.72,1.87,169,0.2,0,10.0,294.5,
2018-12-26,10,1545840000,Clear,clear-day,0.0,0.0,,35.44,35.44,31.5,0.85,1031.6,2.53,3.27,170,0.21,1,10.0,292.7,
2018-12-26,11,1545843600,Partly Cloudy,partly-cloudy-day,0.0014,0.04,rain,38.15,36.06,32.03,0.78,1031.1,3.18,4.4,170,0.39,1,10.0,291.3,
2018-12-26,12,1545847200,Partly Cloudy,partly-cloudy-day,0.001,0.04,rain,43.89,42.15,33.93,0.68,1030.3,3.62,4.55,170,0.41,2,10.0,290.0,
2018-12-26,13,1545850800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,44.51,42.19,33.84,0.66,1029.9,4.43,5.85,136,0.55,1,10.0,289.5,
2018-12-26,14,1545854400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,43.09,40.44,33.39,0.68,1029.9,4.55,6.81,111,0.64,1,10.0,289.4,
2018-12-26,15,1545858000,Mostly Cloudy,partly-cloudy-day,0.0007,0.05,rain,42.66,38.81,32.31,0.67,1030.0,6.19,9.81,99,0.71,0,10.0,289.2,
2018-12-26,16,1545861600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,41.24,36.24,31.31,0.68,1029.4,7.72,13.15,98,0.77,0,10.0,288.5,
2018-12-26,17,1545865200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,40.62,35.05,30.6,0.67,1028.6,8.6,15.35,103,0.77,0,10.0,287.7,
2018-12-26,18,1545868800,Overcast,cloudy,0.0,0.0,,41.01,36.57,30.7,0.66,1028.1,6.62,11.01,100,0.9,0,10.0,290.1,
2018-12-26,19,1545872400,Overcast,cloudy,0.0012,0.05,rain,40.74,34.28,30.13,0.66,1027.8,10.66,13.31,101,0.91,0,10.0,289.7,
2018-12-26,20,1545876000,Overcast,cloudy,0.0016,0.04,rain,40.48,33.66,29.65,0.65,1027.7,11.43,21.18,105,0.89,0,10.0,289.0,
2018-12-26,21,1545879600,Mostly Cloudy,partly-cloudy-night,0.0018,0.04,rain,40.11,33.12,29.2,0.65,1027.4,11.63,23.2,120,0.84,0,10.0,287.7,
2018-12-26,22,1545883200,Overcast,cloudy,0.0021,0.03,rain,40.06,32.55,28.91,0.64,1026.5,13.04,25.7,122,0.91,0,10.0,285.7,
2018-12-26,23,1545886800,Overcast,cloudy,0.0021,0.04,rain,39.73,31.92,29.02,0.65,1025.4,13.65,27.72,125,0.95,0,10.0,283.3,
2018-12-27,0,1545890400,Overcast,cloudy,0.0006,0.03,rain,39.12,30.91,29.38,0.68,1024.4,14.35,29.0,123,1.0,0,10.0,282.2,
2018-12-27,1,1545894000,Overcast,cloudy,0.0021,0.04,rain,38.75,30.1,29.85,0.7,1023.8,15.4,31.53,125,0.99,0,10.0,281.4,
2018-12-27,2,1545897600,Overcast,cloudy,0.0018,0.04,rain,38.75,29.94,30.03,0.71,1023.4,15.92,32.91,128,0.98,0,10.0,281.0,
2018-12-27,3,1545901200,Overcast,cloudy,0.0018,0.04,rain,38.5,29.39,30.28,0.72,1022.0,16.72,34.02,127,0.98,0,10.0,280.8,
2018-12-27,4,1545904800,Overcast,cloudy,0.0023,0.08,rain,37.26,27.58,30.87,0.77,1020.7,17.44,34.54,127,0.98,0,10.0,280.8,
2018-12-27,5,1545908400,Overcast,cloudy,0.0018,0.09,rain,37.17,27.45,31.05,0.78,1019.3,17.46,34.62,129,0.93,0,10.0,280.9,
2018-12-27,6,1545912000,Overcast,cloudy,0.0007,0.04,rain,38.06,28.6,31.7,0.78,1018.0,17.5,37.79,128,0.99,0,10.0,282.0,
2018-12-27,7,1545915600,Overcast,cloudy,0.0078,0.24,rain,38.71,29.2,32.27,0.77,1017.7,18.41,38.16,133,0.99,0,10.0,281.1,
2018-12-27,8,1545919200,Possible Light Rain,rain,0.0313,0.53,rain,38.55,28.91,33.62,0.82,1017.6,18.72,36.44,139,1.0,0,7.359,279.5,
2018-12-27,9,1545922800,Light Rain,rain,0.0707,0.76,rain,37.65,27.75,35.42,0.92,1016.8,18.66,35.65,136,0.99,0,6.096,277.8,
2018-12-27,10,1545926400,Light Rain,rain,0.0801,0.79,rain,38.15,28.07,36.61,0.94,1014.5,19.9,38.88,138,0.99,1,6.443,275.8,
2018-12-27,11,1545930000,Rain and Windy,rain,0.1372,0.87,rain,39.55,29.83,37.82,0.93,1011.9,20.27,39.29,143,1.0,1,3.445,273.7,
2018-12-27,12,1545933600,Rain,rain,0.1545,0.87,rain,41.0,32.04,38.46,0.91,1009.0,18.95,38.65,142,1.0,1,3.648,280.5,
2018-12-27,13,1545937200,Light Rain,rain,0.0543,0.81,rain,42.59,34.12,39.38,0.88,1007.4,18.92,37.4,149,1.0,1,4.981,280.0,
2018-12-27,14,1545940800,Possible Light Rain,rain,0.0284,0.63,rain,44.16,36.62,40.37,0.86,1006.9,17.03,22.85,174,1.0,1,6.446,278.8,
2018-12-27,15,1545944400,Possible Light Rain,rain,0.019,0.56,rain,45.3,38.82,41.33,0.86,1006.2,14.25,22.17,176,1.0,0,8.321,278.4,
2018-12-27,16,1545948000,Possible Light Rain,rain,0.0333,0.61,rain,45.79,39.34,42.02,0.87,1005.3,14.65,22.83,175,1.0,0,8.381,279.2,
2018-12-27,17,1545951600,Light Rain,rain,0.035,0.68,rain,47.2,40.69,42.79,0.85,1004.4,16.46,23.03,176,1.0,0,8.098,280.7,
2018-12-27,18,1545955200,Light Rain,rain,0.0334,0.73,rain,46.97,41.23,42.31,0.84,1004.0,13.27,18.06,179,1.0,0,7.3,282.6,
2018-12-27,19,1545958800,Light Rain,rain,0.0227,0.71,rain,47.1,41.22,42.72,0.85,1004.1,13.9,18.46,177,1.0,0,6.974,282.0,
2018-12-27,20,1545962400,Light Rain,rain,0.0161,0.67,rain,47.62,41.65,43.82,0.87,1004.4,14.76,18.9,181,0.99,0,7.603,280.6,
2018-12-27,21,1545966000,Possible Drizzle,rain,0.009,0.44,rain,48.41,42.88,44.2,0.85,1004.4,13.94,18.59,184,1.0,0,8.356,279.5,
2018-12-27,22,1545969600,Possible Drizzle,rain,0.0072,0.38,rain,47.46,41.56,44.07,0.88,1003.9,14.34,20.08,187,0.93,0,8.513,279.2,
2018-12-27,23,1545973200,Overcast,cloudy,0.0023,0.23,rain,49.31,43.9,44.09,0.82,1003.4,14.43,20.01,189,0.98,0,8.524,279.2,
2018-12-28,0,1545976800,Overcast,cloudy,0.0003,0.08,rain,49.93,44.63,44.95,0.83,1002.8,14.67,21.37,193,0.97,0,9.954,284.2,
2018-12-28,1,1545980400,Overcast,cloudy,0.0015,0.1,rain,49.85,44.47,44.98,0.83,1003.0,14.92,22.15,199,0.95,0,10.0,284.7,
2018-12-28,2,1545984000,Overcast,cloudy,0.0039,0.17,rain,49.84,44.45,45.04,0.84,1003.5,14.94,20.56,207,0.9,0,10.0,284.8,
2018-12-28,3,1545987600,Possible Light Rain,rain,0.0204,0.28,rain,47.64,41.94,44.31,0.88,1003.9,13.78,27.81,233,0.91,0,10.0,285.2,
2018-12-28,4,1545991200,Mostly Cloudy,partly-cloudy-night,0.0035,0.14,rain,47.24,41.39,42.69,0.84,1004.1,13.97,19.84,222,0.62,0,10.0,286.4,
2018-12-28,5,1545994800,Partly Cloudy,partly-cloudy-night,0.0024,0.06,rain,45.26,38.72,40.25,0.82,1004.7,14.48,21.18,230,0.56,0,10.0,288.0,
2018-12-28,6,1545998400,Mostly Cloudy,partly-cloudy-night,0.0024,0.03,rain,42.39,34.84,36.6,0.8,1005.3,15.2,27.56,235,0.74,0,10.0,283.6,
2018-12-28,7,1546002000,Mostly Cloudy,partly-cloudy-night,0.0016,0.02,rain,40.07,31.38,35.01,0.82,1006.3,16.86,19.12,239,0.81,0,10.0,285.8,
2018-12-28,8,1546005600,Overcast,cloudy,0.0018,0.03,rain,36.72,26.88,32.86,0.86,1007.9,17.45,26.06,243,0.95,0,10.0,288.8,
2018-12-28,9,1546009200,Overcast,cloudy,0.0017,0.03,rain,35.14,24.78,31.26,0.86,1009.1,17.63,19.84,244,0.99,0,10.0,291.0,
2018-12-28,10,1546012800,Overcast,cloudy,0.0013,0.03,snow,33.18,22.32,29.5,0.86,1009.6,17.34,19.05,243,1.0,1,10.0,291.6,0.0067
