date,hour,time,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipAccumulation
2018-11-01,0,1541048400,Overcast,cloudy,0.0014,0.05,rain,50.6,50.6,40.06,0.67,1014.7,3.37,4.23,14,0.98,0,10.0,290.8,
2018-11-01,1,1541052000,Overcast,cloudy,0.0019,0.06,rain,50.47,50.47,39.1,0.65,1014.1,3.44,5.31,325,1.0,0,10.0,289.5,
2018-11-01,2,1541055600,Overcast,cloudy,0.0012,0.05,rain,49.54,48.09,38.92,0.67,1014.1,4.35,7.0,345,1.0,0,10.0,289.1,
2018-11-01,3,1541059200,Overcast,cloudy,0.0015,0.05,rain,49.79,47.39,38.98,0.66,1013.8,6.06,11.31,6,1.0,0,10.0,289.0,
2018-11-01,4,1541062800,Overcast,cloudy,0.0005,0.04,rain,49.93,46.49,38.13,0.64,1013.3,8.51,13.13,20,0.99,0,10.0,289.1,
2018-11-01,5,1541066400,Overcast,cloudy,0.0,0.0,,49.88,45.54,38.46,0.65,1012.7,11.1,19.64,41,0.99,0,10.0,289.7,
2018-11-01,6,1541070000,Overcast,cloudy,0.0002,0.05,rain,50.02,50.02,39.1,0.66,1012.8,10.93,12.91,46,1.0,0,10.0,290.6,
2018-11-01,7,1541073600,Overcast,cloudy,0.0003,0.03,rain,50.68,50.68,39.75,0.66,1012.3,11.11,12.23,51,1.0,0,10.0,293.9,
2018-11-01,8,1541077200,Overcast,cloudy,0.0009,0.08,rain,50.9,50.9,40.14,0.67,1012.2,11.48,11.86,54,1.0,0,10.0,295.1,
2018-11-01,9,1541080800,Overcast,cloudy,0.0,0.0,,49.81,46.31,40.55,0.7,1012.3,8.55,12.8,55,1.0,0,10.0,296.2,
2018-11-01,10,1541084400,Overcast,cloudy,0.0,0.0,,51.04,51.04,40.1,0.66,1011.9,10.81,11.93,53,1.0,1,10.0,297.3,
2018-11-01,11,1541088000,Overcast,cloudy,0.0012,0.11,rain,51.34,51.34,40.02,0.65,1011.3,11.78,12.99,54,1.0,2,10.0,298.0,
2018-11-01,12,1541091600,Overcast,cloudy,0.001,0.1,rain,51.24,51.24,40.13,0.66,1010.5,9.41,13.6,49,1.0,2,10.0,298.8,
2018-11-01,13,1541095200,Overcast,cloudy,0.0,0.0,,49.71,45.99,39.6,0.68,1009.8,9.08,13.57,42,0.88,2,10.0,303.9,
2018-11-01,14,1541098800,Partly Cloudy,partly-cloudy-day,0.0008,0.11,rain,49.43,44.19,39.2,0.68,1009.3,13.92,14.0,39,0.57,2,10.0,307.1,
2018-11-01,15,1541102400,Mostly Cloudy,partly-cloudy-day,0.0005,0.11,rain,48.11,42.4,39.36,0.72,1009.0,14.28,15.03,38,0.68,1,10.0,310.5,
2018-11-01,16,1541106000,Mostly Cloudy,partly-cloudy-day,0.0034,0.16,rain,47.76,42.04,39.15,0.72,1009.0,13.96,14.38,33,0.66,1,10.0,313.5,
2018-11-01,17,1541109600,Mostly Cloudy,partly-cloudy-day,0.0034,0.14,rain,48.45,42.79,38.49,0.68,1008.9,14.44,16.67,28,0.85,0,10.0,315.9,
2018-11-01,18,1541113200,Mostly Cloudy,partly-cloudy-night,0.0054,0.16,rain,48.0,43.02,37.73,0.67,1008.9,11.63,16.59,11,0.86,0,10.0,317.9,
2018-11-01,19,1541116800,Overcast,cloudy,0.0076,0.17,rain,46.59,40.11,36.88,0.69,1009.0,15.68,16.48,8,0.96,0,10.0,314.4,
2018-11-01,20,1541120400,Overcast,cloudy,0.0081,0.16,rain,46.9,40.45,36.87,0.68,1009.4,15.9,16.58,5,0.92,0,10.0,315.6,
2018-11-01,21,1541124000,Mostly Cloudy,partly-cloudy-night,0.0043,0.17,rain,45.91,39.43,36.74,0.7,1009.9,14.87,17.01,3,0.87,0,10.0,317.0,
2018-11-01,22,1541127600,Mostly Cloudy,partly-cloudy-night,0.0035,0.16,rain,45.64,40.15,36.38,0.7,1010.3,11.38,16.06,10,0.82,0,10.0,318.4,
2018-11-01,23,1541131200,Overcast,cloudy,0.0021,0.12,rain,45.41,39.19,36.35,0.7,1010.2,13.51,14.21,7,0.98,0,10.0,319.9,
2018-11-02,0,1541134800,Overcast,cloudy,0.0024,0.11,rain,45.26,39.3,35.96,0.7,1010.0,12.51,13.9,5,1.0,0,10.0,321.4,
2018-11-02,1,1541138400,Overcast,cloudy,0.0008,0.05,rain,45.01,39.53,35.45,0.69,1009.9,10.9,12.02,3,1.0,0,10.0,327.0,
2018-11-02,2,1541142000,Overcast,cloudy,0.0007,0.03,rain,44.88,39.57,35.42,0.69,1010.0,10.33,11.85,1,0.96,0,10.0,327.9,
2018-11-02,3,1541145600,Overcast,cloudy,0.0014,0.03,rain,44.75,39.44,35.54,0.7,1010.2,10.24,12.21,359,0.91,0,10.0,328.0,
2018-11-02,4,1541149200,Mostly Cloudy,partly-cloudy-night,0.0006,0.02,rain,43.27,37.87,35.84,0.75,1010.6,9.56,10.21,350,0.86,0,10.0,328.4,
2018-11-02,5,1541152800,Partly Cloudy,partly-cloudy-night,0.0,0.0,,41.12,35.51,35.53,0.8,1010.0,8.9,9.83,340,0.5,0,10.0,329.8,
2018-11-02,6,1541156400,Partly Cloudy,partly-cloudy-night,0.0004,0.03,rain,41.31,35.69,35.91,0.81,1010.7,9.04,9.24,335,0.34,0,10.0,331.6,
2018-11-02,7,1541160000,Partly Cloudy,partly-cloudy-night,0.0,0.0,,40.47,35.03,35.65,0.83,1010.2,8.27,8.54,329,0.31,0,10.0,333.8,
2018-11-02,8,1541163600,Clear,clear-day,0.0,0.0,,40.68,36.67,36.01,0.83,1010.9,5.84,11.88,334,0.3,0,10.0,334.9,
2018-11-02,9,1541167200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,41.52,36.35,36.79,0.83,1011.8,8.18,8.18,340,0.33,0,10.0,335.8,
2018-11-02,10,1541170800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,44.22,39.75,37.21,0.76,1012.5,7.95,8.57,354,0.43,1,10.0,336.5,
2018-11-02,11,1541174400,Partly Cloudy,partly-cloudy-day,0.0006,0.04,rain,45.51,41.26,37.18,0.72,1012.6,8.08,8.26,358,0.39,2,10.0,336.9,
2018-11-02,12,1541178000,Mostly Cloudy,partly-cloudy-day,0.0025,0.07,rain,46.52,42.46,37.02,0.69,1012.0,8.14,8.14,357,0.67,2,10.0,337.2,
2018-11-02,13,1541181600,Partly Cloudy,partly-cloudy-day,0.0039,0.09,rain,47.44,43.57,37.5,0.68,1011.5,8.19,8.19,4,0.55,2,10.0,333.0,
2018-11-02,14,1541185200,Mostly Cloudy,partly-cloudy-day,0.0019,0.07,rain,47.57,43.45,37.13,0.67,1011.6,8.89,8.89,4,0.61,2,10.0,333.8,
2018-11-02,15,1541188800,Overcast,cloudy,0.0023,0.07,rain,46.42,41.84,36.66,0.69,1011.9,9.36,9.36,7,0.95,1,10.0,335.6,
2018-11-02,16,1541192400,Mostly Cloudy,partly-cloudy-day,0.0003,0.03,rain,46.22,41.87,35.45,0.66,1012.2,8.68,8.94,15,0.6,0,10.0,337.2,
2018-11-02,17,1541196000,Partly Cloudy,partly-cloudy-day,0.0002,0.03,rain,46.02,42.64,35.53,0.67,1012.3,6.51,7.79,11,0.52,0,10.0,339.0,
2018-11-02,18,1541199600,Partly Cloudy,partly-cloudy-night,0.0025,0.06,rain,46.08,42.03,34.83,0.65,1012.4,7.91,7.91,13,0.51,0,10.0,340.8,
2018-11-02,19,1541203200,Partly Cloudy,partly-cloudy-night,0.0002,0.03,rain,44.58,41.15,34.08,0.66,1012.6,6.1,6.1,6,0.51,0,10.0,342.3,
2018-11-02,20,1541206800,Partly Cloudy,partly-cloudy-night,0.0002,0.02,rain,44.37,40.98,33.99,0.67,1013.1,5.97,6.35,358,0.45,0,10.0,342.4,
2018-11-02,21,1541210400,Partly Cloudy,partly-cloudy-night,0.0002,0.02,rain,44.05,40.53,33.89,0.67,1013.9,6.09,6.1,348,0.42,0,10.0,341.8,
2018-11-02,22,1541214000,Partly Cloudy,partly-cloudy-night,0.0003,0.02,rain,43.18,39.57,34.21,0.7,1014.5,5.95,6.62,335,0.37,0,10.0,341.0,
2018-11-02,23,1541217600,Partly Cloudy,partly-cloudy-night,0.0026,0.07,rain,43.0,40.28,33.73,0.7,1014.4,4.62,6.68,328,0.32,0,10.0,339.8,
2018-11-03,0,1541221200,Clear,clear-night,0.0,0.0,,41.73,37.59,33.13,0.71,1014.0,6.37,9.14,323,0.22,0,10.0,338.3,
2018-11-03,1,1541224800,Clear,clear-night,0.0009,0.04,rain,40.27,35.97,32.23,0.73,1014.1,6.17,8.05,317,0.16,0,10.0,339.3,
2018-11-03,2,1541228400,Clear,clear-night,0.0,0.0,,39.91,36.77,32.01,0.73,1014.2,4.49,7.58,315,0.1,0,10.0,337.9,
2018-11-03,3,1541232000,Clear,clear-night,0.0022,0.04,rain,39.47,35.24,32.06,0.75,1015.4,5.84,7.0,314,0.04,0,10.0,336.1,
2018-11-03,4,1541235600,Clear,clear-night,0.0,0.0,,38.08,33.95,32.42,0.8,1016.1,5.34,6.46,304,0.03,0,10.0,333.8,
2018-11-03,5,1541239200,Clear,clear-night,0.0,0.0,,37.7,33.51,32.65,0.82,1016.3,5.34,6.72,321,0.01,0,10.0,330.9,
2018-11-03,6,1541242800,Clear,clear-night,0.0012,0.03,rain,37.05,32.77,32.61,0.84,1016.9,5.29,7.09,323,0.03,0,10.0,327.6,
2018-11-03,7,1541246400,Clear,clear-night,0.0007,0.03,rain,37.88,33.53,32.72,0.81,1017.5,5.59,7.51,314,0.02,0,10.0,326.9,
2018-11-03,8,1541250000,Clear,clear-day,0.0,0.0,,38.42,35.52,33.11,0.81,1018.4,3.98,7.36,345,0.04,0,10.0,324.9,
2018-11-03,9,1541253600,Clear,clear-day,0.002,0.04,rain,41.0,38.05,34.53,0.78,1020.0,4.49,4.87,346,0.01,0,10.0,323.0,
2018-11-03,10,1541257200,Clear,clear-day,0.002,0.05,rain,44.96,43.14,34.84,0.67,1021.1,3.89,5.19,357,0.05,1,10.0,321.2,
2018-11-03,11,1541260800,Clear,clear-day,0.0,0.0,,45.58,43.74,34.67,0.65,1021.4,4.03,4.71,20,0.14,2,10.0,319.3,
2018-11-03,12,1541264400,Clear,clear-day,0.0,0.0,,46.57,45.24,34.06,0.62,1021.3,3.6,4.4,21,0.28,2,10.0,317.6,
2018-11-03,13,1541268000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,48.41,46.83,33.67,0.57,1021.3,4.28,4.79,58,0.36,3,10.0,307.5,
2018-11-03,14,1541271600,Clear,clear-day,0.0002,0.03,rain,47.53,45.14,32.82,0.56,1021.8,5.29,5.29,68,0.31,2,10.0,305.4,
2018-11-03,15,1541275200,Clear,clear-day,0.0011,0.05,rain,47.05,44.39,32.57,0.57,1022.3,5.59,6.43,74,0.19,1,10.0,304.4,
2018-11-03,16,1541278800,Clear,clear-day,0.0,0.0,,48.19,44.66,32.2,0.54,1022.6,7.76,7.76,81,0.11,1,10.0,303.7,
2018-11-03,17,1541282400,Clear,clear-day,0.0,0.0,,47.79,43.7,32.71,0.56,1022.5,8.91,8.91,84,0.17,0,10.0,303.0,
2018-11-03,18,1541286000,Mostly Cloudy,partly-cloudy-night,0.0017,0.05,rain,46.45,41.82,33.01,0.59,1022.6,9.52,9.87,85,0.6,0,10.0,302.6,
2018-11-03,19,1541289600,Partly Cloudy,partly-cloudy-night,0.0,0.0,,47.01,42.43,34.23,0.61,1022.6,9.71,10.26,77,0.59,0,10.0,300.9,
2018-11-03,20,1541293200,Partly Cloudy,partly-cloudy-night,0.0008,0.07,rain,46.05,41.78,35.09,0.65,1023.3,8.4,11.65,82,0.45,0,10.0,299.9,
2018-11-03,21,1541296800,Mostly Cloudy,partly-cloudy-night,0.0052,0.17,rain,46.06,40.4,36.06,0.68,1023.9,12.22,13.05,89,0.78,0,10.0,298.9,
2018-11-03,22,1541300400,Possible Drizzle,rain,0.0131,0.4,rain,45.59,39.8,37.13,0.72,1024.3,12.2,13.31,91,0.98,0,10.0,298.2,
2018-11-03,23,1541304000,Possible Light Rain,rain,0.0201,0.49,rain,45.33,39.02,38.0,0.75,1023.9,13.73,14.54,93,0.81,0,7.395,297.7,
2018-11-04,0,1541307600,Possible Drizzle,rain,0.0103,0.41,rain,45.18,38.47,38.48,0.77,1023.3,15.01,17.8,106,0.9,0,8.265,297.4,
2018-11-04,1,1541311200,Possible Drizzle,rain,0.0089,0.3,rain,45.93,39.14,38.31,0.75,1022.7,16.1,18.62,114,0.93,0,8.706,298.9,
2018-11-04,2,1541314800,Possible Drizzle,rain,0.0094,0.35,rain,46.21,39.66,39.77,0.78,1022.8,15.48,18.34,118,0.99,0,10.0,300.1,
2018-11-04,3,1541318400,Possible Light Rain,rain,0.0239,0.4,rain,46.13,39.36,41.22,0.83,1022.9,16.27,17.46,122,0.86,0,9.985,301.8,
2018-11-04,4,1541322000,Possible Drizzle,rain,0.0118,0.38,rain,46.18,39.61,41.79,0.85,1022.3,15.57,18.61,123,0.72,0,9.341,303.6,
2018-11-04,5,1541325600,Mostly Cloudy,rain,0.0046,0.25,rain,46.42,39.38,42.1,0.85,1021.5,17.76,31.87,126,0.75,0,9.897,305.3,
2018-11-04,6,1541329200,Mostly Cloudy,partly-cloudy-night,0.0051,0.21,rain,48.59,41.76,41.7,0.77,1020.5,19.91,35.74,128,0.76,0,10.0,307.2,
2018-11-04,7,1541332800,Overcast,cloudy,0.0024,0.09,rain,47.99,41.29,41.61,0.78,1019.0,18.36,23.37,128,0.99,0,10.0,310.1,
2018-11-04,8,1541336400,Overcast,cloudy,0.0012,0.07,rain,48.5,41.64,41.69,0.77,1018.6,19.98,23.54,128,1.0,0,10.0,310.8,
2018-11-04,9,1541340000,Overcast,cloudy,0.0021,0.08,rain,49.14,42.14,41.84,0.76,1018.4,21.8,25.39,130,1.0,0,10.0,310.9,
2018-11-04,10,1541343600,Overcast,cloudy,0.0019,0.08,rain,49.05,42.07,42.25,0.77,1017.9,21.52,38.98,132,1.0,1,10.0,311.5,
2018-11-04,11,1541347200,Possible Drizzle and Windy,rain,0.0103,0.32,rain,49.88,43.16,42.82,0.77,1017.0,21.51,39.09,135,1.0,2,9.726,313.2,
2018-11-04,12,1541350800,Possible Light Rain,rain,0.0251,0.62,rain,48.79,41.79,43.76,0.83,1015.5,21.15,37.84,140,1.0,2,8.301,315.4,
2018-11-04,13,1541354400,Rain,rain,0.1198,0.8,rain,49.02,42.85,44.63,0.85,1014.3,17.38,22.52,142,1.0,2,5.168,316.3,
2018-11-04,14,1541358000,Light Rain,rain,0.0385,0.78,rain,48.86,42.65,45.61,0.88,1013.3,17.34,21.58,142,0.76,2,5.706,319.1,
2018-11-04,15,1541361600,Light Rain,rain,0.0297,0.76,rain,49.39,43.21,46.57,0.9,1012.6,17.89,22.53,141,0.91,1,6.375,322.5,
2018-11-04,16,1541365200,Light Rain,rain,0.0396,0.78,rain,50.98,50.98,47.71,0.89,1012.2,13.39,31.83,145,0.99,0,8.957,324.8,
2018-11-04,17,1541368800,Light Rain,rain,0.0378,0.77,rain,51.11,51.11,47.91,0.89,1011.5,19.18,24.71,148,0.98,0,9.255,325.3,
2018-11-04,18,1541372400,Light Rain,rain,0.0452,0.78,rain,51.14,51.14,48.0,0.89,1011.0,19.26,23.88,152,1.0,0,8.436,324.9,
2018-11-04,19,1541376000,Light Rain,rain,0.0387,0.77,rain,50.67,50.67,47.29,0.88,1010.4,17.6,24.38,156,1.0,0,8.303,322.1,
2018-11-04,20,1541379600,Light Rain,rain,0.0312,0.77,rain,50.74,50.74,47.48,0.89,1010.3,17.91,35.04,164,1.0,0,8.151,321.7,
2018-11-04,21,1541383200,Light Rain,rain,0.0283,0.75,rain,50.6,50.6,47.28,0.88,1010.4,12.77,22.7,178,0.99,0,8.046,321.7,
2018-11-04,22,1541386800,Light Rain,rain,0.0228,0.75,rain,50.08,50.08,46.83,0.89,1010.7,14.27,18.79,181,1.0,0,10.0,322.4,
2018-11-04,23,1541390400,Possible Drizzle,rain,0.0107,0.42,rain,49.36,43.84,45.07,0.85,1010.8,14.95,18.11,199,0.84,0,9.693,324.5,
2018-11-05,0,1541397600,Mostly Cloudy,partly-cloudy-night,0.0019,0.17,rain,46.75,40.77,42.08,0.84,1011.3,13.89,16.83,215,0.76,0,10.0,331.2,
2018-11-05,1,1541401200,Mostly Cloudy,partly-cloudy-night,0.0002,0.09,rain,46.29,40.06,41.84,0.84,1011.8,14.36,17.29,219,0.77,0,10.0,329.7,
2018-11-05,2,1541404800,Mostly Cloudy,partly-cloudy-night,0.0005,0.1,rain,46.13,40.29,41.72,0.84,1012.4,12.85,14.41,226,0.81,0,10.0,326.2,
2018-11-05,3,1541408400,Mostly Cloudy,partly-cloudy-night,0.0011,0.12,rain,45.41,39.48,40.92,0.84,1013.0,12.53,14.44,230,0.84,0,10.0,322.8,
2018-11-05,4,1541412000,Mostly Cloudy,partly-cloudy-night,0.0007,0.12,rain,44.19,37.81,41.2,0.89,1013.4,12.95,14.73,230,0.86,0,10.0,319.6,
2018-11-05,5,1541415600,Overcast,cloudy,0.0002,0.07,rain,44.32,38.0,40.72,0.87,1013.8,12.83,14.82,230,0.88,0,10.0,316.3,
2018-11-05,6,1541419200,Overcast,cloudy,0.0,0.0,,43.9,38.3,40.53,0.88,1013.6,10.47,12.7,224,0.89,0,10.0,311.6,
2018-11-05,7,1541422800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,44.92,40.48,40.28,0.84,1014.2,8.23,12.53,224,0.85,0,10.0,311.3,
2018-11-05,8,1541426400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,45.13,40.09,40.34,0.83,1015.0,9.75,11.41,221,0.8,0,10.0,312.4,
2018-11-05,9,1541430000,Mostly Cloudy,partly-cloudy-day,0.0014,0.06,rain,45.51,41.42,40.95,0.84,1015.4,7.74,10.76,216,0.76,1,10.0,313.5,
2018-11-05,10,1541433600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,46.64,41.71,41.34,0.82,1015.1,10.48,11.45,201,0.7,2,10.0,314.0,
2018-11-05,11,1541437200,Overcast,cloudy,0.0005,0.03,rain,47.35,42.55,41.32,0.79,1014.9,10.59,12.81,202,0.92,2,10.0,314.6,
2018-11-05,12,1541440800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,48.7,44.57,41.38,0.76,1013.9,9.58,10.67,187,0.83,2,10.0,307.7,
2018-11-05,13,1541444400,Mostly Cloudy,partly-cloudy-day,0.0016,0.06,rain,50.44,50.44,40.87,0.7,1012.8,10.04,10.04,173,0.63,2,10.0,307.4,
2018-11-05,14,1541448000,Mostly Cloudy,partly-cloudy-day,0.0017,0.05,rain,50.38,50.38,40.95,0.7,1011.7,10.6,10.6,153,0.6,1,10.0,307.8,
2018-11-05,15,1541451600,Mostly Cloudy,partly-cloudy-day,0.0012,0.05,rain,49.93,45.75,40.64,0.7,1011.0,10.59,10.59,143,0.7,0,10.0,308.4,
2018-11-05,16,1541455200,Mostly Cloudy,partly-cloudy-day,0.0012,0.06,rain,48.94,44.28,40.99,0.74,1010.5,11.35,11.87,139,0.86,0,10.0,309.0,
2018-11-05,17,1541458800,Possible Drizzle,rain,0.0055,0.27,rain,48.81,43.94,41.54,0.76,1010.4,11.94,14.1,151,0.94,0,10.0,309.9,
2018-11-05,18,1541462400,Possible Drizzle,rain,0.0072,0.28,rain,48.71,44.66,40.83,0.74,1009.2,9.37,12.15,142,0.99,0,10.0,309.0,
2018-11-05,19,1541466000,Possible Drizzle,rain,0.009,0.4,rain,48.43,44.09,41.45,0.77,1008.1,10.0,10.37,129,0.9,0,10.0,310.2,
2018-11-05,20,1541469600,Possible Light Rain,rain,0.0191,0.6,rain,48.23,43.6,42.81,0.81,1007.0,10.71,10.85,111,0.91,0,10.0,311.6,
2018-11-05,21,1541473200,Light Rain,rain,0.0268,0.78,rain,47.09,42.59,43.33,0.87,1005.7,9.55,11.37,101,0.91,0,10.0,313.2,
2018-11-05,22,1541476800,Light Rain,rain,0.0491,0.84,rain,47.9,43.07,44.25,0.87,1003.8,11.08,11.1,102,0.99,0,9.166,314.6,
2018-11-05,23,1541480400,Light Rain,rain,0.096,0.87,rain,47.88,43.38,44.74,0.89,1001.6,10.09,10.09,103,1.0,0,5.813,316.1,
2018-11-06,0,1541484000,Rain,rain,0.1096,0.85,rain,48.03,44.49,45.17,0.9,999.8,7.71,7.71,113,1.0,0,3.592,318.3,
2018-11-06,1,1541487600,Light Rain,rain,0.0378,0.75,rain,49.09,45.34,45.74,0.88,999.0,8.8,8.8,173,0.97,0,4.758,319.1,
2018-11-06,2,1541491200,Possible Drizzle,rain,0.0122,0.61,rain,48.43,43.52,45.89,0.91,998.9,11.76,14.38,213,0.94,0,8.488,319.5,
2018-11-06,3,1541494800,Possible Drizzle,rain,0.0034,0.37,rain,48.54,43.07,45.34,0.89,999.2,13.81,17.88,250,0.91,0,9.848,320.1,
2018-11-06,4,1541498400,Possible Drizzle,rain,0.0024,0.29,rain,48.34,43.77,45.01,0.88,999.2,10.63,17.19,241,0.92,0,10.0,320.7,
2018-11-06,5,1541502000,Overcast,cloudy,0.0013,0.22,rain,48.23,42.32,45.0,0.89,999.3,15.22,26.92,238,0.96,0,10.0,321.4,
2018-11-06,6,1541505600,Overcast,cloudy,0.0013,0.19,rain,47.33,41.24,44.95,0.91,999.8,14.96,18.93,236,0.98,0,10.0,323.4,
2018-11-06,7,1541509200,Overcast,cloudy,0.0024,0.21,rain,47.13,40.57,44.54,0.91,1000.6,16.61,30.29,240,0.99,0,10.0,324.7,
2018-11-06,8,1541512800,Overcast,cloudy,0.0036,0.22,rain,46.92,39.79,44.03,0.9,1001.8,18.89,23.56,242,0.99,0,10.0,325.9,
2018-11-06,9,1541516400,Possible Drizzle,rain,0.005,0.28,rain,46.23,38.62,43.76,0.91,1003.1,20.15,34.23,256,0.99,1,10.0,326.6,
2018-11-06,10,1541520000,Possible Drizzle,rain,0.0054,0.25,rain,46.0,38.08,43.19,0.9,1004.0,21.31,35.81,248,1.0,1,10.0,326.7,
2018-11-06,11,1541523600,Overcast,cloudy,0.0023,0.14,rain,46.04,38.19,43.16,0.9,1004.6,21.03,35.78,250,0.99,2,10.0,326.3,
2018-11-06,12,1541527200,Overcast,cloudy,0.0022,0.14,rain,46.14,38.46,42.28,0.86,1005.3,20.39,33.73,252,0.99,2,10.0,327.2,
2018-11-06,13,1541530800,Overcast,cloudy,0.0004,0.08,rain,46.12,38.38,40.81,0.82,1006.4,20.61,33.32,255,0.99,2,10.0,324.5,
2018-11-06,14,1541534400,Overcast,cloudy,0.0005,0.07,rain,46.02,38.21,39.77,0.79,1007.6,20.78,33.07,257,0.99,1,10.0,320.6,
2018-11-06,15,1541538000,Overcast,cloudy,0.0006,0.06,rain,45.78,38.28,38.98,0.77,1009.0,18.99,32.24,259,0.99,0,10.0,317.4,
2018-11-06,16,1541541600,Overcast,cloudy,0.0013,0.08,rain,45.48,38.01,37.94,0.75,1010.1,18.45,29.33,264,0.98,0,10.0,315.5,
2018-11-06,17,1541545200,Overcast,cloudy,0.0022,0.11,rain,44.27,36.52,36.84,0.75,1011.0,18.05,28.63,265,0.95,0,10.0,314.4,
2018-11-06,18,1541548800,Overcast,cloudy,0.0016,0.06,rain,44.15,36.79,35.74,0.72,1012.2,16.31,26.29,262,0.97,0,10.0,310.0,
2018-11-06,19,1541552400,Overcast,cloudy,0.0004,0.03,rain,43.58,35.9,34.98,0.71,1013.2,16.96,26.33,255,0.92,0,10.0,310.1,
2018-11-06,20,1541556000,Overcast,cloudy,0.001,0.04,rain,42.69,34.62,33.69,0.7,1014.1,17.4,20.65,272,0.96,0,10.0,311.1,
2018-11-06,21,1541559600,Overcast,cloudy,0.0002,0.03,rain,41.93,33.8,31.88,0.67,1015.2,16.81,26.83,265,0.94,0,10.0,311.0,
2018-11-06,22,1541563200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,40.01,31.22,31.06,0.7,1015.5,17.14,28.21,263,0.87,0,10.0,308.7,
2018-11-06,23,1541566800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,38.78,29.4,29.83,0.7,1015.4,18.0,27.54,271,0.79,0,10.0,305.2,
2018-11-07,0,1541570400,Mostly Cloudy,partly-cloudy-night,0.001,0.03,rain,37.03,27.32,27.51,0.68,1016.0,17.28,25.88,267,0.8,0,10.0,305.6,
2018-11-07,1,1541574000,Mostly Cloudy,partly-cloudy-night,0.0008,0.03,rain,36.62,26.8,27.14,0.68,1016.6,17.3,19.87,269,0.72,0,10.0,302.3,
2018-11-07,2,1541577600,Mostly Cloudy,partly-cloudy-night,0.0018,0.04,rain,36.16,26.2,26.97,0.69,1017.2,17.27,26.59,272,0.62,0,10.0,298.7,
2018-11-07,3,1541581200,Partly Cloudy,partly-cloudy-night,0.0018,0.04,rain,35.34,25.35,26.49,0.7,1017.7,16.57,19.43,266,0.54,0,10.0,295.7,
2018-11-07,4,1541584800,Partly Cloudy,partly-cloudy-night,0.0,0.0,,34.48,24.35,26.23,0.72,1017.3,16.23,26.47,247,0.54,0,10.0,294.1,
2018-11-07,5,1541588400,Partly Cloudy,partly-cloudy-night,0.0,0.0,,34.12,23.88,26.46,0.73,1017.3,16.24,26.35,278,0.55,0,10.0,293.3,
2018-11-07,6,1541592000,Mostly Cloudy,partly-cloudy-night,0.0009,0.03,rain,34.86,24.72,27.18,0.73,1017.7,16.61,17.85,267,0.79,0,10.0,292.0,
2018-11-07,7,1541595600,Mostly Cloudy,partly-cloudy-day,0.0006,0.03,rain,34.74,24.78,27.38,0.74,1018.4,15.98,23.6,279,0.7,0,10.0,292.3,
2018-11-07,8,1541599200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,34.78,24.78,27.56,0.75,1019.4,16.08,24.77,265,0.55,0,10.0,293.3,
2018-11-07,9,1541602800,Partly Cloudy,partly-cloudy-day,0.0013,0.04,rain,36.56,26.95,27.85,0.7,1020.4,16.51,25.04,271,0.44,1,10.0,293.6,
2018-11-07,10,1541606400,Partly Cloudy,partly-cloudy-day,0.0,0.0,,37.01,27.67,28.18,0.7,1020.0,16.04,24.07,273,0.47,2,10.0,292.9,
2018-11-07,11,1541610000,Partly Cloudy,partly-cloudy-day,0.0013,0.04,rain,39.22,30.66,28.68,0.66,1020.9,15.6,23.01,267,0.57,2,10.0,291.6,
2018-11-07,12,1541613600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,38.47,29.92,28.93,0.68,1020.7,14.84,18.37,269,0.81,2,10.0,291.2,
2018-11-07,13,1541617200,Mostly Cloudy,partly-cloudy-day,0.001,0.03,rain,38.87,31.87,29.38,0.68,1021.3,10.86,14.49,263,0.86,2,10.0,289.5,
2018-11-07,14,1541620800,Overcast,cloudy,0.0,0.0,,39.16,31.04,29.94,0.69,1021.4,14.13,14.36,285,0.92,1,10.0,287.3,
2018-11-07,15,1541624400,Overcast,cloudy,0.0,0.0,,38.65,30.76,29.63,0.7,1022.0,13.03,18.82,272,0.95,0,10.0,284.9,
2018-11-07,16,1541628000,Overcast,cloudy,0.0,0.0,,39.45,31.76,29.88,0.68,1022.6,13.08,13.58,284,0.96,0,10.0,282.0,
2018-11-07,17,1541631600,Overcast,cloudy,0.0,0.0,,37.84,29.57,29.51,0.72,1023.1,13.52,13.52,264,0.95,0,10.0,279.0,
2018-11-07,18,1541635200,Overcast,cloudy,0.0002,0.02,rain,37.24,29.25,27.43,0.67,1023.9,12.3,12.95,275,0.92,0,10.0,271.0,
